#"Progress (%)"	"Step"	"Speed (ns/day)"	"Time Remaining"
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:04:28
: 30.0%	3000	41.9	1:1:51:05
: 40.0%	4000	41.9	14:46:33
: 50.0%	5000	41.9	9:14:14
: 60.0%	6000	41.9	5:54:48
: 70.0%	7000	41.9	3:41:48
: 80.0%	8000	41.9	2:06:46
: 90.0%	9000	41.9	55:28
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:12:09
: 30.0%	3000	41.9	1:1:54:08
: 40.0%	4000	41.9	14:48:07
: 50.0%	5000	41.9	9:15:06
: 60.0%	6000	42	5:55:17
: 70.0%	7000	42	3:42:03
: 80.0%	8000	42	2:06:54
: 90.0%	9000	42	55:31
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:15:29
: 30.0%	3000	41.9	1:1:55:56
: 40.0%	4000	41.9	14:49:19
: 50.0%	5000	41.9	9:15:58
: 60.0%	6000	41.9	5:55:54
: 70.0%	7000	41.9	3:42:30
: 80.0%	8000	41.9	2:07:10
: 90.0%	9000	41.9	55:39
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:23:13
: 30.0%	3000	41.9	1:1:58:59
: 40.0%	4000	41.9	14:50:53
: 50.0%	5000	41.9	9:16:50
: 60.0%	6000	42	5:56:23
: 70.0%	7000	42	3:42:45
: 80.0%	8000	42	2:07:17
: 90.0%	9000	42	55:41
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:26:33
: 30.0%	3000	41.9	1:2:00:45
: 40.0%	4000	41.9	14:52:05
: 50.0%	5000	41.9	9:17:41
: 60.0%	6000	41.9	5:57:00
: 70.0%	7000	41.9	3:43:11
: 80.0%	8000	41.9	2:07:34
: 90.0%	9000	41.9	55:49
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:34:13
: 30.0%	3000	41.9	1:2:03:48
: 40.0%	4000	41.9	14:53:38
: 50.0%	5000	41.9	9:18:33
: 60.0%	6000	42	5:57:29
: 70.0%	7000	42	3:43:26
: 80.0%	8000	42	2:07:41
: 90.0%	9000	42	55:51
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:37:31
: 30.0%	3000	41.9	1:2:05:33
: 40.0%	4000	41.9	14:54:50
: 50.0%	5000	41.9	9:19:25
: 60.0%	6000	41.9	5:58:07
: 70.0%	7000	41.9	3:43:52
: 80.0%	8000	41.9	2:07:57
: 90.0%	9000	41.9	55:59
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:45:13
: 30.0%	3000	41.9	1:2:08:36
: 40.0%	4000	41.9	14:56:23
: 50.0%	5000	41.9	9:20:16
: 60.0%	6000	42	5:58:35
: 70.0%	7000	42	3:44:07
: 80.0%	8000	42	2:08:04
: 90.0%	9000	42	56:02
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:48:33
: 30.0%	3000	41.9	1:2:10:23
: 40.0%	4000	41.9	14:57:35
: 50.0%	5000	41.9	9:21:07
: 60.0%	6000	41.9	5:59:12
: 70.0%	7000	41.9	3:44:34
: 80.0%	8000	41.9	2:08:21
: 90.0%	9000	41.9	56:10
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:56:14
: 30.0%	3000	41.9	1:2:13:25
: 40.0%	4000	41.9	14:59:08
: 50.0%	5000	41.9	9:21:59
: 60.0%	6000	42	5:59:41
: 70.0%	7000	42	3:44:49
: 80.0%	8000	42	2:08:28
: 90.0%	9000	42	56:12
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:11:59:34
: 30.0%	3000	41.9	1:2:15:12
: 40.0%	4000	41.9	15:00:21
: 50.0%	5000	41.9	9:22:50
: 60.0%	6000	41.9	6:00:18
: 70.0%	7000	41.9	3:45:15
: 80.0%	8000	41.9	2:08:44
: 90.0%	9000	41.9	56:20
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:07:08
: 30.0%	3000	41.9	1:2:18:12
: 40.0%	4000	41.9	15:01:52
: 50.0%	5000	41.9	9:23:41
: 60.0%	6000	42	6:00:47
: 70.0%	7000	42	3:45:30
: 80.0%	8000	42	2:08:51
: 90.0%	9000	42	56:22
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:10:26
: 30.0%	3000	41.9	1:2:19:58
: 40.0%	4000	41.9	15:03:04
: 50.0%	5000	41.9	9:24:33
: 60.0%	6000	41.9	6:01:24
: 70.0%	7000	41.9	3:45:56
: 80.0%	8000	41.9	2:09:08
: 90.0%	9000	41.9	56:30
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:18:10
: 30.0%	3000	41.9	1:2:23:01
: 40.0%	4000	41.9	15:04:37
: 50.0%	5000	41.9	9:25:25
: 60.0%	6000	42	6:01:53
: 70.0%	7000	42	3:46:11
: 80.0%	8000	42	2:09:15
: 90.0%	9000	42	56:33
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:21:26
: 30.0%	3000	41.9	1:2:24:46
: 40.0%	4000	41.9	15:05:48
: 50.0%	5000	41.9	9:26:16
: 60.0%	6000	41.9	6:02:30
: 70.0%	7000	41.9	3:46:37
: 80.0%	8000	41.9	2:09:31
: 90.0%	9000	41.9	56:41
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:29:05
: 30.0%	3000	41.9	1:2:27:48
: 40.0%	4000	41.9	15:07:21
: 50.0%	5000	41.9	9:27:07
: 60.0%	6000	42	6:02:58
: 70.0%	7000	42	3:46:52
: 80.0%	8000	42	2:09:38
: 90.0%	9000	42	56:43
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:32:24
: 30.0%	3000	41.9	1:2:29:34
: 40.0%	4000	41.9	15:08:33
: 50.0%	5000	41.9	9:27:59
: 60.0%	6000	41.9	6:03:36
: 70.0%	7000	41.9	3:47:18
: 80.0%	8000	41.9	2:09:55
: 90.0%	9000	41.9	56:51
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:40:03
: 30.0%	3000	41.9	1:2:32:36
: 40.0%	4000	41.9	15:10:06
: 50.0%	5000	41.9	9:28:50
: 60.0%	6000	42	6:04:04
: 70.0%	7000	42	3:47:33
: 80.0%	8000	42	2:10:02
: 90.0%	9000	42	56:53
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:43:23
: 30.0%	3000	41.9	1:2:34:22
: 40.0%	4000	41.9	15:11:17
: 50.0%	5000	41.9	9:29:42
: 60.0%	6000	41.9	6:04:42
: 70.0%	7000	41.9	3:47:59
: 80.0%	8000	41.9	2:10:18
: 90.0%	9000	41.9	57:01
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:51:01
: 30.0%	3000	41.9	1:2:37:23
: 40.0%	4000	41.9	15:12:50
: 50.0%	5000	41.9	9:30:33
: 60.0%	6000	42	6:05:10
: 70.0%	7000	42	3:48:14
: 80.0%	8000	42	2:10:25
: 90.0%	9000	42	57:03
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:12:54:20
: 30.0%	3000	41.9	1:2:39:10
: 40.0%	4000	41.9	15:14:02
: 50.0%	5000	41.9	9:31:24
: 60.0%	6000	41.9	6:05:47
: 70.0%	7000	41.9	3:48:40
: 80.0%	8000	41.9	2:10:42
: 90.0%	9000	41.9	57:11
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:02:00
: 30.0%	3000	41.9	1:2:42:12
: 40.0%	4000	41.9	15:15:35
: 50.0%	5000	41.9	9:32:16
: 60.0%	6000	42	6:06:16
: 70.0%	7000	42	3:48:55
: 80.0%	8000	42	2:10:49
: 90.0%	9000	42	57:14
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:05:19
: 30.0%	3000	41.9	1:2:43:58
: 40.0%	4000	41.9	15:16:47
: 50.0%	5000	41.9	9:33:07
: 60.0%	6000	41.9	6:06:53
: 70.0%	7000	41.9	3:49:22
: 80.0%	8000	41.9	2:11:05
: 90.0%	9000	41.9	57:22
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:12:59
: 30.0%	3000	41.9	1:2:47:01
: 40.0%	4000	41.9	15:18:20
: 50.0%	5000	41.9	9:33:59
: 60.0%	6000	42	6:07:22
: 70.0%	7000	42	3:49:37
: 80.0%	8000	42	2:11:13
: 90.0%	9000	42	57:24
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:16:20
: 30.0%	3000	41.9	1:2:48:48
: 40.0%	4000	41.9	15:19:32
: 50.0%	5000	41.9	9:34:51
: 60.0%	6000	41.9	6:07:59
: 70.0%	7000	41.9	3:50:03
: 80.0%	8000	41.9	2:11:29
: 90.0%	9000	41.9	57:32
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:24:00
: 30.0%	3000	41.9	1:2:51:49
: 40.0%	4000	41.9	15:21:05
: 50.0%	5000	41.9	9:35:42
: 60.0%	6000	42	6:08:28
: 70.0%	7000	42	3:50:18
: 80.0%	8000	42	2:11:36
: 90.0%	9000	42	57:34
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:27:17
: 30.0%	3000	41.9	1:2:53:35
: 40.0%	4000	41.9	15:22:16
: 50.0%	5000	41.9	9:36:33
: 60.0%	6000	41.9	6:09:05
: 70.0%	7000	41.9	3:50:44
: 80.0%	8000	41.9	2:11:52
: 90.0%	9000	41.9	57:42
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:34:53
: 30.0%	3000	41.9	1:2:56:35
: 40.0%	4000	41.9	15:23:48
: 50.0%	5000	41.9	9:37:24
: 60.0%	6000	42	6:09:33
: 70.0%	7000	42	3:50:59
: 80.0%	8000	42	2:11:59
: 90.0%	9000	42	57:45
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:38:11
: 30.0%	3000	41.9	1:2:58:20
: 40.0%	4000	41.9	15:24:59
: 50.0%	5000	41.9	9:38:15
: 60.0%	6000	41.9	6:10:10
: 70.0%	7000	41.9	3:51:25
: 80.0%	8000	41.9	2:12:16
: 90.0%	9000	41.9	57:52
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:45:49
: 30.0%	3000	41.9	1:3:01:22
: 40.0%	4000	41.9	15:26:32
: 50.0%	5000	41.9	9:39:07
: 60.0%	6000	42	6:10:39
: 70.0%	7000	42	3:51:40
: 80.0%	8000	42	2:12:23
: 90.0%	9000	42	57:55
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:49:07
: 30.0%	3000	41.9	1:3:03:09
: 40.0%	4000	41.9	15:27:44
: 50.0%	5000	41.9	9:39:58
: 60.0%	6000	41.9	6:11:16
: 70.0%	7000	41.9	3:52:06
: 80.0%	8000	41.9	2:12:39
: 90.0%	9000	41.9	58:03
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:13:56:54
: 30.0%	3000	41.9	1:3:06:13
: 40.0%	4000	41.9	15:29:18
: 50.0%	5000	41.9	9:40:50
: 60.0%	6000	42	6:11:45
: 70.0%	7000	42	3:52:21
: 80.0%	8000	42	2:12:47
: 90.0%	9000	42	58:05
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:00:12
: 30.0%	3000	41.9	1:3:07:59
: 40.0%	4000	41.9	15:30:30
: 50.0%	5000	41.9	9:41:42
: 60.0%	6000	41.9	6:12:23
: 70.0%	7000	41.9	3:52:47
: 80.0%	8000	41.9	2:13:03
: 90.0%	9000	41.9	58:13
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:07:55
: 30.0%	3000	41.9	1:3:11:02
: 40.0%	4000	41.9	15:32:04
: 50.0%	5000	41.9	9:42:34
: 60.0%	6000	42	6:12:51
: 70.0%	7000	42	3:53:03
: 80.0%	8000	42	2:13:10
: 90.0%	9000	42	58:16
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:11:15
: 30.0%	3000	41.9	1:3:12:48
: 40.0%	4000	41.9	15:33:15
: 50.0%	5000	41.9	9:43:25
: 60.0%	6000	41.9	6:13:29
: 70.0%	7000	41.9	3:53:29
: 80.0%	8000	41.9	2:13:27
: 90.0%	9000	41.9	58:23
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:18:51
: 30.0%	3000	41.9	1:3:15:50
: 40.0%	4000	41.9	15:34:48
: 50.0%	5000	41.9	9:44:16
: 60.0%	6000	42	6:13:57
: 70.0%	7000	42	3:53:44
: 80.0%	8000	42	2:13:34
: 90.0%	9000	42	58:26
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:22:11
: 30.0%	3000	41.9	1:3:17:36
: 40.0%	4000	41.9	15:36:00
: 50.0%	5000	41.9	9:45:08
: 60.0%	6000	41.9	6:14:35
: 70.0%	7000	41.9	3:54:10
: 80.0%	8000	41.9	2:13:50
: 90.0%	9000	41.9	58:34
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:29:57
: 30.0%	3000	41.9	1:3:20:40
: 40.0%	4000	41.9	15:37:34
: 50.0%	5000	41.9	9:46:00
: 60.0%	6000	42	6:15:03
: 70.0%	7000	42	3:54:25
: 80.0%	8000	42	2:13:57
: 90.0%	9000	42	58:36
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:33:17
: 30.0%	3000	41.9	1:3:22:28
: 40.0%	4000	41.9	15:38:47
: 50.0%	5000	41.9	9:46:53
: 60.0%	6000	41.9	6:15:41
: 70.0%	7000	41.9	3:54:52
: 80.0%	8000	41.9	2:14:14
: 90.0%	9000	41.9	58:44
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:41:03
: 30.0%	3000	41.9	1:3:25:32
: 40.0%	4000	41.9	15:40:21
: 50.0%	5000	41.9	9:47:44
: 60.0%	6000	42	6:16:10
: 70.0%	7000	42	3:55:07
: 80.0%	8000	42	2:14:21
: 90.0%	9000	42	58:47
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:44:20
: 30.0%	3000	41.9	1:3:27:17
: 40.0%	4000	41.9	15:41:32
: 50.0%	5000	41.9	9:48:36
: 60.0%	6000	41.9	6:16:47
: 70.0%	7000	41.9	3:55:33
: 80.0%	8000	41.9	2:14:38
: 90.0%	9000	41.9	58:55
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:52:03
: 30.0%	3000	41.9	1:3:30:21
: 40.0%	4000	41.9	15:43:06
: 50.0%	5000	41.9	9:49:27
: 60.0%	6000	42	6:17:16
: 70.0%	7000	42	3:55:48
: 80.0%	8000	42	2:14:45
: 90.0%	9000	42	58:57
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:14:55:19
: 30.0%	3000	41.9	1:3:32:06
: 40.0%	4000	41.9	15:44:17
: 50.0%	5000	41.9	9:50:19
: 60.0%	6000	41.9	6:17:53
: 70.0%	7000	41.9	3:56:14
: 80.0%	8000	41.9	2:15:01
: 90.0%	9000	41.9	59:05
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:03:00
: 30.0%	3000	41.9	1:3:35:08
: 40.0%	4000	41.9	15:45:50
: 50.0%	5000	41.9	9:51:10
: 60.0%	6000	42	6:18:22
: 70.0%	7000	42	3:56:29
: 80.0%	8000	42	2:15:08
: 90.0%	9000	42	59:07
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:06:21
: 30.0%	3000	41.9	1:3:36:56
: 40.0%	4000	41.9	15:47:02
: 50.0%	5000	41.9	9:52:02
: 60.0%	6000	41.9	6:19:00
: 70.0%	7000	41.9	3:56:55
: 80.0%	8000	41.9	2:15:25
: 90.0%	9000	41.9	59:15
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:14:01
: 30.0%	3000	41.9	1:3:39:57
: 40.0%	4000	41.9	15:48:35
: 50.0%	5000	41.9	9:52:53
: 60.0%	6000	42	6:19:28
: 70.0%	7000	42	3:57:10
: 80.0%	8000	42	2:15:32
: 90.0%	9000	42	59:18
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:17:18
: 30.0%	3000	41.9	1:3:41:43
: 40.0%	4000	41.9	15:49:46
: 50.0%	5000	41.9	9:53:45
: 60.0%	6000	41.9	6:20:05
: 70.0%	7000	41.9	3:57:36
: 80.0%	8000	41.9	2:15:48
: 90.0%	9000	41.9	59:25
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:24:59
: 30.0%	3000	41.9	1:3:44:45
: 40.0%	4000	41.9	15:51:20
: 50.0%	5000	41.9	9:54:36
: 60.0%	6000	42	6:20:34
: 70.0%	7000	42	3:57:52
: 80.0%	8000	42	2:15:55
: 90.0%	9000	42	59:28
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:28:17
: 30.0%	3000	41.9	1:3:46:31
: 40.0%	4000	41.9	15:52:31
: 50.0%	5000	41.9	9:55:28
: 60.0%	6000	41.9	6:21:11
: 70.0%	7000	41.9	3:58:17
: 80.0%	8000	41.9	2:16:12
: 90.0%	9000	41.9	59:36
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:35:55
: 30.0%	3000	41.9	1:3:49:32
: 40.0%	4000	41.9	15:54:04
: 50.0%	5000	41.9	9:56:19
: 60.0%	6000	42	6:21:39
: 70.0%	7000	42	3:58:33
: 80.0%	8000	42	2:16:19
: 90.0%	9000	42	59:38
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:39:13
: 30.0%	3000	41.9	1:3:51:18
: 40.0%	4000	41.9	15:55:15
: 50.0%	5000	41.9	9:57:10
: 60.0%	6000	41.9	6:22:17
: 70.0%	7000	41.9	3:58:59
: 80.0%	8000	41.9	2:16:35
: 90.0%	9000	41.9	59:46
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:46:53
: 30.0%	3000	41.9	1:3:54:20
: 40.0%	4000	41.9	15:56:48
: 50.0%	5000	41.9	9:58:02
: 60.0%	6000	42	6:22:45
: 70.0%	7000	42	3:59:14
: 80.0%	8000	42	2:16:42
: 90.0%	9000	42	59:48
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:50:12
: 30.0%	3000	41.9	1:3:56:07
: 40.0%	4000	41.9	15:58:01
: 50.0%	5000	41.9	9:58:54
: 60.0%	6000	41.9	6:23:23
: 70.0%	7000	41.9	3:59:40
: 80.0%	8000	41.9	2:16:59
: 90.0%	9000	41.9	59:56
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:15:57:54
: 30.0%	3000	41.9	1:3:59:10
: 40.0%	4000	41.9	15:59:34
: 50.0%	5000	41.9	9:59:45
: 60.0%	6000	42	6:23:51
: 70.0%	7000	42	3:59:55
: 80.0%	8000	42	2:17:06
: 90.0%	9000	42	59:59
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:01:10
: 30.0%	3000	41.9	1:4:00:52
: 40.0%	4000	41.9	16:00:43
: 50.0%	5000	41.9	10:00:36
: 60.0%	6000	41.9	6:24:28
: 70.0%	7000	41.9	4:00:21
: 80.0%	8000	41.9	2:17:22
: 90.0%	9000	41.9	1:00:07
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:08:50
: 30.0%	3000	41.9	1:4:03:56
: 40.0%	4000	41.9	16:02:17
: 50.0%	5000	41.9	10:01:27
: 60.0%	6000	42	6:24:57
: 70.0%	7000	42	4:00:36
: 80.0%	8000	42	2:17:29
: 90.0%	9000	42	1:00:09
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:12:06
: 30.0%	3000	41.9	1:4:05:40
: 40.0%	4000	41.9	16:03:28
: 50.0%	5000	41.9	10:02:18
: 60.0%	6000	41.9	6:25:34
: 70.0%	7000	41.9	4:01:02
: 80.0%	8000	41.9	2:17:46
: 90.0%	9000	41.9	1:00:17
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:19:46
: 30.0%	3000	41.9	1:4:08:43
: 40.0%	4000	41.9	16:05:01
: 50.0%	5000	41.9	10:03:10
: 60.0%	6000	42	6:26:02
: 70.0%	7000	42	4:01:17
: 80.0%	8000	42	2:17:53
: 90.0%	9000	42	1:00:19
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:23:02
: 30.0%	3000	41.9	1:4:10:28
: 40.0%	4000	41.9	16:06:12
: 50.0%	5000	41.9	10:04:01
: 60.0%	6000	41.9	6:26:40
: 70.0%	7000	41.9	4:01:43
: 80.0%	8000	41.9	2:18:09
: 90.0%	9000	41.9	1:00:27
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:30:44
: 30.0%	3000	41.9	1:4:13:31
: 40.0%	4000	41.9	16:07:46
: 50.0%	5000	41.9	10:04:53
: 60.0%	6000	42	6:27:08
: 70.0%	7000	42	4:01:58
: 80.0%	8000	42	2:18:16
: 90.0%	9000	42	1:00:29
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:34:03
: 30.0%	3000	41.9	1:4:15:18
: 40.0%	4000	41.9	16:08:58
: 50.0%	5000	41.9	10:05:44
: 60.0%	6000	41.9	6:27:46
: 70.0%	7000	41.9	4:02:24
: 80.0%	8000	41.9	2:18:33
: 90.0%	9000	41.9	1:00:37
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:41:45
: 30.0%	3000	41.9	1:4:18:20
: 40.0%	4000	41.9	16:10:31
: 50.0%	5000	41.9	10:06:36
: 60.0%	6000	42	6:28:14
: 70.0%	7000	42	4:02:39
: 80.0%	8000	42	2:18:40
: 90.0%	9000	42	1:00:40
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:45:02
: 30.0%	3000	41.9	1:4:20:06
: 40.0%	4000	41.9	16:11:42
: 50.0%	5000	41.9	10:07:28
: 60.0%	6000	41.9	6:28:52
: 70.0%	7000	41.9	4:03:06
: 80.0%	8000	41.9	2:18:56
: 90.0%	9000	41.9	1:00:48
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:52:47
: 30.0%	3000	41.9	1:4:23:10
: 40.0%	4000	41.9	16:13:17
: 50.0%	5000	41.9	10:08:19
: 60.0%	6000	42	6:29:21
: 70.0%	7000	42	4:03:21
: 80.0%	8000	42	2:19:03
: 90.0%	9000	42	1:00:50
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:16:56:06
: 30.0%	3000	41.9	1:4:24:57
: 40.0%	4000	41.9	16:14:29
: 50.0%	5000	41.9	10:09:12
: 60.0%	6000	41.9	6:29:58
: 70.0%	7000	41.9	4:03:47
: 80.0%	8000	41.9	2:19:20
: 90.0%	9000	41.9	1:00:58
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:03:49
: 30.0%	3000	41.9	1:4:28:00
: 40.0%	4000	41.9	16:16:02
: 50.0%	5000	41.9	10:10:03
: 60.0%	6000	42	6:30:27
: 70.0%	7000	42	4:04:02
: 80.0%	8000	42	2:19:27
: 90.0%	9000	42	1:01:00
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:07:11
: 30.0%	3000	41.9	1:4:29:47
: 40.0%	4000	41.9	16:17:15
: 50.0%	5000	41.9	10:10:55
: 60.0%	6000	41.9	6:31:04
: 70.0%	7000	41.9	4:04:28
: 80.0%	8000	41.9	2:19:44
: 90.0%	9000	41.9	1:01:08
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:14:52
: 30.0%	3000	41.9	1:4:32:49
: 40.0%	4000	41.9	16:18:48
: 50.0%	5000	41.9	10:11:46
: 60.0%	6000	42	6:31:33
: 70.0%	7000	42	4:04:44
: 80.0%	8000	42	2:19:51
: 90.0%	9000	42	1:01:11
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:18:09
: 30.0%	3000	41.9	1:4:34:35
: 40.0%	4000	41.9	16:19:59
: 50.0%	5000	41.9	10:12:38
: 60.0%	6000	41.9	6:32:10
: 70.0%	7000	41.9	4:05:10
: 80.0%	8000	41.9	2:20:07
: 90.0%	9000	41.9	1:01:19
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:25:50
: 30.0%	3000	41.9	1:4:37:37
: 40.0%	4000	41.9	16:21:32
: 50.0%	5000	41.9	10:13:29
: 60.0%	6000	42	6:32:39
: 70.0%	7000	42	4:05:25
: 80.0%	8000	42	2:20:14
: 90.0%	9000	42	1:01:21
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:29:08
: 30.0%	3000	41.9	1:4:39:23
: 40.0%	4000	41.9	16:22:43
: 50.0%	5000	41.9	10:14:21
: 60.0%	6000	41.9	6:33:16
: 70.0%	7000	41.9	4:05:51
: 80.0%	8000	41.9	2:20:31
: 90.0%	9000	41.9	1:01:29
: 100.0%	10000	41.9	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:36:47
: 30.0%	3000	41.9	1:4:42:25
: 40.0%	4000	41.9	16:24:17
: 50.0%	5000	41.9	10:15:12
: 60.0%	6000	42	6:33:44
: 70.0%	7000	42	4:06:06
: 80.0%	8000	42	2:20:38
: 90.0%	9000	42	1:01:31
: 100.0%	10000	42	0:00
: 10.0%	1000	41.9	--
: 20.0%	2000	41.9	2:17:40:04
: 30.0%	3000	41.9	1:4:44:11
: 40.0%	4000	41.9	16:25:28
: 50.0%	5000	41.9	10:16:03
: 60.0%	6000	41.9	6:34:22
: 70.0%	7000	41.9	4:06:32
: 80.0%	8000	41.9	2:20:54
